Week,Building,Floor,Space Type,Space Name,Capacity,Avg. Occupancy,Avg Utilization,Avg Hours Used (HH:MM)
"January 15, 2024",Calgary Building 1,2,Desks,E228D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E228F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E228G,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E232A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E232B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E245C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E251A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E251B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E251E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E251F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E252A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E252H,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E253A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E253B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E253D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E253E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E253F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E253G,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E253H,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E254C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E254D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E254E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E254F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E254G,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E257A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E257B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E257D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E257E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E257F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E257G,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E258A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E258B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E258C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E258D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E258E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E258F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E258G,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E258H,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E259A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E259B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E259C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E259D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E259E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E259F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E259G,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E259H,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E260C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E262C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E262D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E262E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E262F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E262G,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E263A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E263B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E263C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E263D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E263E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E263F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E263G,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E263H,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,2,Desks,E264A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,C350i,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,C350j,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,C350k,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,C350l,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,C350m,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,C350o,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,C350q,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E327B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E338A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E338B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E338C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E338D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E338E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E338F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E338G,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E359A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E359B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E359F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E359G,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E359H,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E360B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E367A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E367B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E367D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E367E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E367F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E367G,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E367H,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,C350b,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,C350e,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,C350f,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,C350g,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,C350n,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,C350p,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,C350r,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E302C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E302E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E302G,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E315A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E315F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E316A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E316D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E316E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E316F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E317A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E317B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E317D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E317E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E317F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E318A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E318B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E318C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E318D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E318E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E318F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E319A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E319B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E319C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E323A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E323B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E323C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E323E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E324A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E324B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E325A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E325D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E325E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E326A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E326B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E326C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E326D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E326E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E328A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E328B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E329A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E329B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E330A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E330B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E330C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E331A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E331B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E331D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E331E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E331F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E332A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E336A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E336B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E336C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E336D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E337B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E337C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E337D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E350E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E351C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E351D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E351E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E351G,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E358A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E358B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E358C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E358D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E358E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E358F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E358G,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E358H,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E359C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E359D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E362A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E362C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E362F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E362G,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E363A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E363D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E363F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E363H,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E364B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E364E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E364F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E364H,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E365A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E365D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E365E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E365F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E366A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E366C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Desks,E366G,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,3,Meeting Room,E303,4,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,4,Desks,417A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,4,Desks,417J,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,4,Desks,448D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,4,Desks,483E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,5,Desks,520B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,5,Desks,521A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,5,Desks,521B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,5,Desks,527E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,5,Desks,542A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,5,Desks,542B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,6,Desks,627D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,6,Desks,636D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,6,Desks,638C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,6,Desks,654C,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,6,Desks,662A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,6,Desks,669D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,6,Desks,WS20A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,6,Desks,637J,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,6,Desks,673F,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,6,Desks,WS22D,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,6,Desks,WS22E,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,7,Desks,777A,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,7,Desks,777B,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 2,7,Desks,785,1,0.00%,0.00%,0:00
"January 15, 2024",Calgary Building 1,1,Desks,E002B,1,20.00%,0.20%,0:01
"January 15, 2024",Calgary Building 1,1,Desks,E124G,1,20.00%,0.20%,0:01
"January 15, 2024",Calgary Building 1,2,Desks,E245B,1,20.00%,0.20%,0:01
"January 15, 2024",Calgary Building 1,2,Desks,E254H,1,20.00%,0.20%,0:01
"January 15, 2024",Calgary Building 1,3,Desks,E369A,1,20.00%,0.20%,0:01
"January 15, 2024",Calgary Building 1,3,Desks,E315C,1,20.00%,0.20%,0:01
"January 15, 2024",Calgary Building 1,3,Desks,E325B,1,20.00%,0.20%,0:01
"January 15, 2024",Calgary Building 1,3,Desks,E351F,1,20.00%,0.20%,0:01
"January 15, 2024",Calgary Building 1,3,Desks,E364C,1,20.00%,0.20%,0:01
"January 15, 2024",Calgary Building 1,3,Desks,E366E,1,20.00%,0.20%,0:01
"January 15, 2024",Calgary Building 2,4,Desks,417H,1,20.00%,0.20%,0:01
"January 15, 2024",Calgary Building 2,6,Desks,620B,1,20.00%,0.20%,0:01
"January 15, 2024",Calgary Building 2,6,Desks,641E,1,20.00%,0.30%,0:01
"January 15, 2024",Calgary Building 2,7,Desks,754E,1,20.00%,0.20%,0:01
"January 15, 2024",Calgary Building 1,1,Meeting Room,E128,4,20.00%,0.50%,0:02
"January 15, 2024",Calgary Building 1,1,Desks,E195E,1,20.00%,0.50%,0:02
"January 15, 2024",Calgary Building 1,1,Desks,E197F,1,20.00%,0.50%,0:02
"January 15, 2024",Calgary Building 1,1,Desks,E191C,1,40.00%,0.50%,0:02
"January 15, 2024",Calgary Building 1,1,Desks,E196A,1,20.00%,0.50%,0:02
"January 15, 2024",Calgary Building 1,1,Desks,E196F,1,40.00%,0.50%,0:02
"January 15, 2024",Calgary Building 1,2,Desks,C261C,1,20.00%,0.50%,0:02
"January 15, 2024",Calgary Building 1,2,Desks,E223A,1,20.00%,0.50%,0:02
"January 15, 2024",Calgary Building 1,2,Desks,E232C,1,20.00%,0.50%,0:02
"January 15, 2024",Calgary Building 1,2,Desks,E244B,1,20.00%,0.50%,0:02
"January 15, 2024",Calgary Building 1,2,Desks,E244C,1,20.00%,0.50%,0:02
"January 15, 2024",Calgary Building 1,2,Desks,E260G,1,20.00%,0.50%,0:02
"January 15, 2024",Calgary Building 1,2,Desks,E262B,1,20.00%,0.50%,0:02
"January 15, 2024",Calgary Building 1,3,Desks,E360A,1,20.00%,0.50%,0:02
"January 15, 2024",Calgary Building 1,3,Desks,E351B,1,20.00%,0.50%,0:02
"January 15, 2024",Calgary Building 2,5,Desks,527A,1,40.00%,0.50%,0:02
"January 15, 2024",Calgary Building 2,5,Meeting Room,555-2,1,20.00%,0.50%,0:02
"January 15, 2024",Calgary Building 2,6,Desks,WS19C,1,20.00%,0.50%,0:02
"January 15, 2024",Calgary Building 2,7,Desks,765B,1,20.00%,0.50%,0:02
"January 15, 2024",Calgary Building 1,1,Desks,E143D,1,20.00%,0.70%,0:03
"January 15, 2024",Calgary Building 1,1,Desks,E143F,1,20.00%,0.70%,0:03
"January 15, 2024",Calgary Building 1,1,Desks,E144A,1,20.00%,0.70%,0:03
"January 15, 2024",Calgary Building 1,2,Desks,E252F,1,40.00%,0.70%,0:03
"January 15, 2024",Calgary Building 1,2,Desks,E255C,1,20.00%,0.70%,0:03
"January 15, 2024",Calgary Building 1,2,Desks,E260B,1,20.00%,0.70%,0:03
"January 15, 2024",Calgary Building 1,3,Desks,E370A,1,60.00%,0.70%,0:03
"January 15, 2024",Calgary Building 2,4,Desks,448B,1,20.00%,0.70%,0:03
"January 15, 2024",Calgary Building 2,4,Desks,449G,1,40.00%,0.90%,0:03
"January 15, 2024",Calgary Building 2,4,Desks,475A,1,40.00%,0.70%,0:03
"January 15, 2024",Calgary Building 2,6,Desks,669E,1,60.00%,0.70%,0:03
"January 15, 2024",Calgary Building 2,7,Desks,756E,1,20.00%,0.70%,0:03
"January 15, 2024",Calgary Building 1,1,Desks,E002A,1,40.00%,1.00%,0:04
"January 15, 2024",Calgary Building 1,1,Desks,E101A,1,40.00%,1.00%,0:04
"January 15, 2024",Calgary Building 1,1,Desks,E189C,1,20.00%,1.00%,0:04
"January 15, 2024",Calgary Building 1,2,Desks,C250E,1,20.00%,1.00%,0:04
"January 15, 2024",Calgary Building 1,2,Desks,E222B,1,40.00%,1.00%,0:04
"January 15, 2024",Calgary Building 1,2,Desks,E251C,1,20.00%,1.00%,0:04
"January 15, 2024",Calgary Building 1,3,Desks,E350D,1,20.00%,1.00%,0:04
"January 15, 2024",Calgary Building 1,3,Desks,E366F,1,40.00%,1.00%,0:04
"January 15, 2024",Calgary Building 2,6,Desks,638A,1,20.00%,1.00%,0:04
"January 15, 2024",Calgary Building 2,6,Desks,WS22F,1,40.00%,1.00%,0:04
"January 15, 2024",Calgary Building 1,1,Meeting Room,E111,4,60.00%,1.20%,0:05
"January 15, 2024",Calgary Building 1,1,Desks,E199F,1,20.00%,1.20%,0:05
"January 15, 2024",Calgary Building 1,1,Desks,E190B,1,40.00%,1.20%,0:05
"January 15, 2024",Calgary Building 1,2,Desks,C261F,1,20.00%,1.20%,0:05
"January 15, 2024",Calgary Building 1,2,Desks,E260D,1,20.00%,1.20%,0:05
"January 15, 2024",Calgary Building 2,4,Desks,430B,1,40.00%,1.20%,0:05
"January 15, 2024",Calgary Building 2,6,Desks,WS22B,1,60.00%,1.20%,0:05
"January 15, 2024",Calgary Building 2,7,Desks,782B,1,60.00%,1.20%,0:05
"January 15, 2024",Calgary Building 1,1,Desks,E136A - Workstation,1,40.00%,1.40%,0:06
"January 15, 2024",Calgary Building 2,4,Desks,417G,1,20.00%,1.40%,0:06
"January 15, 2024",Calgary Building 1,1,Desks,E196B,1,20.00%,1.70%,0:07
"January 15, 2024",Calgary Building 2,5,Desks,521F,1,0.00%,1.70%,0:07
"January 15, 2024",Calgary Building 2,7,Desks,766A,1,40.00%,1.70%,0:07
"January 15, 2024",Calgary Building 1,1,Desks,E132,1,20.00%,1.90%,0:08
"January 15, 2024",Calgary Building 1,2,Desks,E223B,1,20.00%,1.90%,0:08
"January 15, 2024",Calgary Building 1,3,Desks,E316C,1,20.00%,1.90%,0:08
"January 15, 2024",Calgary Building 2,4,Desks,475B,1,60.00%,1.90%,0:08
"January 15, 2024",Calgary Building 2,7,Desks,758B,1,60.00%,1.90%,0:08
"January 15, 2024",Calgary Building 1,1,Desks,E194D,1,40.00%,2.10%,0:09
"January 15, 2024",Calgary Building 1,1,Desks,E194G,1,20.00%,2.10%,0:09
"January 15, 2024",Calgary Building 1,2,Desks,C259E,1,20.00%,2.10%,0:09
"January 15, 2024",Calgary Building 1,2,Desks,E222D,1,20.00%,2.10%,0:09
"January 15, 2024",Calgary Building 1,2,Desks,E222E,1,100.00%,2.10%,0:09
"January 15, 2024",Calgary Building 1,2,Desks,E255B,1,60.00%,2.10%,0:09
"January 15, 2024",Calgary Building 1,3,Desks,E368D,1,20.00%,2.10%,0:09
"January 15, 2024",Calgary Building 2,4,Desks,417D,1,40.00%,2.10%,0:09
"January 15, 2024",Calgary Building 1,2,Desks,C260D,1,20.00%,2.40%,0:10
"January 15, 2024",Calgary Building 1,3,Desks,E361A,1,40.00%,2.40%,0:10
"January 15, 2024",Calgary Building 1,3,Desks,E337A,1,20.00%,2.40%,0:10
"January 15, 2024",Calgary Building 2,5,Desks,520C,1,0.00%,2.40%,0:10
"January 15, 2024",Calgary Building 1,1,Desks,E198F,1,20.00%,2.60%,0:11
"January 15, 2024",Calgary Building 1,1,Desks,E124A,1,40.00%,2.60%,0:11
"January 15, 2024",Calgary Building 1,3,Desks,E350B,1,40.00%,2.60%,0:11
"January 15, 2024",Calgary Building 2,4,Meeting Room,415 Meeting Room,5,20.00%,2.60%,0:11
"January 15, 2024",Calgary Building 2,6,Desks,WS19A,1,40.00%,2.60%,0:11
"January 15, 2024",Calgary Building 2,7,Desks,751F,1,20.00%,2.60%,0:11
"January 15, 2024",Calgary Building 1,1,Desks,E124D,1,20.00%,2.90%,0:12
"January 15, 2024",Calgary Building 1,1,Desks,E131A - Workstation,1,20.00%,2.90%,0:12
"January 15, 2024",Calgary Building 1,2,Desks,E245A,1,20.00%,2.90%,0:12
"January 15, 2024",Calgary Building 1,2,Desks,E223E,1,100.00%,2.90%,0:12
"January 15, 2024",Calgary Building 2,7,Desks,765A,1,20.00%,2.90%,0:12
"January 15, 2024",Calgary Building 1,2,Desks,E256B,1,60.00%,3.10%,0:13
"January 15, 2024",Calgary Building 2,6,Desks,636E,1,20.00%,3.10%,0:13
"January 15, 2024",Calgary Building 2,7,Desks,756B,1,40.00%,3.10%,0:13
"January 15, 2024",Calgary Building 1,1,Desks,E101J,1,20.00%,3.30%,0:14
"January 15, 2024",Calgary Building 1,2,Desks,E227G,1,20.00%,3.30%,0:14
"January 15, 2024",Calgary Building 1,3,Desks,E369B,1,60.00%,3.30%,0:14
"January 15, 2024",Calgary Building 1,3,Desks,E350H,1,60.00%,3.30%,0:14
"January 15, 2024",Calgary Building 2,5,Desks,521C,1,20.00%,3.50%,0:14
"January 15, 2024",Calgary Building 2,7,Desks,795B,1,20.00%,3.30%,0:14
